episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-35.551,3.0,0.494,3,0,0,3,0.0,True,1,11,(7 5),(2 1),100.0,4.697689937758579,11.0,0
2,-54.414,1.5,0.542,0,0,0.081,3,0.312,True,2,37,(5 8),(6 8),100.0,4.946726145979554,24.0,0
3,-64.747,2.0,0.491,3,0,0.162,6,0.321,True,3,30,(7 8),(3 3),100.0,4.9357817966728055,26.0,1
4,-91.993,3.0,0.479,6,0,0.324,12,0.333,True,4,66,(2 2),(1 7),100.0,4.725891045138691,36.0,4
5,-74.077,2.4,0.482,0,0,0.3,12,0.34,True,5,3,(0 5),(1 7),100.0,4.840165014200161,29.4,4
6,-66.16,2.167,0.499,1,0,0.325,13,0.344,True,6,13,(4 2),(2 5),100.0,4.8279041659573165,26.666666666666668,5
7,-62.541,2.0,0.508,1,0,0.35,14,0.343,True,7,18,(5 1),(0 0),100.0,4.575676664966836,25.428571428571427,5
8,-61.375,2.25,0.507,4,0,0.45,18,0.323,True,8,23,(4 8),(5 4),100.0,4.742054876018646,25.125,5
9,-56.365,2.111,0.504,1,0,0.475,19,0.333,True,9,9,(4 5),(5 3),100.0,4.654785462002371,23.333333333333332,5
10,-54.679,1.9,0.505,0,0,0.345,19,0.338,True,10,15,(2 7),(0 0),100.0,4.83805391128529,22.5,5
11,-61.197,2.182,0.51,5,0,0.436,24,0.316,True,11,31,(4 0),(8 8),100.0,4.859700722039818,23.272727272727273,7
12,-63.09,2.083,0.504,1,0,0.455,25,0.335,True,12,28,(2 0),(7 1),100.0,4.9670971281081675,23.666666666666668,7
13,-59.16,2.0,0.52,1,0,0.473,26,0.341,True,13,6,(4 7),(0 5),100.0,4.902064320357345,22.307692307692307,7
14,-60.683,1.929,0.53,1,0,0.491,27,0.345,True,14,26,(3 7),(7 5),100.0,4.766493681531426,22.571428571428573,7
15,-57.27,1.933,0.537,2,0,0.527,29,0.34,True,15,8,(5 4),(6 5),100.0,4.971205293323494,21.6,8
16,-64.245,1.875,0.544,1,0,0.545,30,0.344,True,16,31,(8 0),(4 7),100.0,4.86519461262713,22.1875,9
17,-61.791,1.824,0.544,1,0,0.564,31,0.345,True,17,13,(0 4),(4 3),100.0,4.656506657782557,21.647058823529413,9
18,-86.475,1.833,0.493,2,0,0.6,33,0.382,False,17,101,(6 0),(1 0),94.444,4.937404592591493,26.055555555555557,9
19,-88.34,1.947,0.493,4,0,0.673,37,0.372,True,18,44,(8 1),(6 6),94.737,4.802902505555691,27.0,11
20,-97.194,1.95,0.5,2,0,0.709,39,0.37,True,19,41,(7 2),(3 8),95.0,4.801172855912143,27.7,11
21,-94.548,1.905,0.508,1,0,0.727,40,0.375,True,20,20,(7 2),(5 6),95.238,4.932074437994111,27.333333333333332,11
22,-90.788,1.864,0.512,1,0,0.745,41,0.373,True,21,8,(3 8),(0 6),95.455,4.510460496061879,26.454545454545453,12
23,-91.756,1.826,0.502,1,0,0.764,42,0.383,True,22,36,(5 8),(2 0),95.652,4.962048438120875,26.869565217391305,12
24,-89.129,1.75,0.501,0,0,0.609,42,0.383,True,23,14,(6 2),(2 4),95.833,4.779084250165444,26.333333333333332,12
25,-89.014,1.68,0.513,0,0,0.42,42,0.391,True,24,31,(3 8),(0 7),96.0,4.7519417271029925,26.52,12
26,-85.684,1.615,0.517,0,0,0.408,42,0.39,True,25,3,(6 5),(6 6),96.154,4.919230586420479,25.615384615384617,12
27,-83.567,1.556,0.515,0,0,0.359,42,0.393,True,26,14,(0 4),(2 3),96.296,4.93861148703616,25.185185185185187,12
28,-90.579,1.536,0.52,1,0,0.368,43,0.406,True,27,88,(5 6),(0 7),96.429,4.839642835431394,27.428571428571427,12
29,-88.383,1.483,0.52,0,0,0.341,43,0.409,True,28,9,(2 3),(6 8),96.552,4.776742392777474,26.79310344827586,12
30,-86.624,1.433,0.509,0,0,0.279,43,0.409,True,29,28,(8 7),(7 8),96.667,4.985156324334304,26.833333333333332,12
31,-84.256,1.387,0.509,0,0,0.265,43,0.41,True,30,8,(4 8),(7 7),96.774,4.959021950590838,26.225806451612904,12
32,-85.757,1.344,0.508,0,0,0.21,43,0.41,True,31,43,(7 6),(0 6),96.875,4.823958218409973,26.75,12
33,-83.766,1.303,0.507,0,0,0.197,43,0.409,True,32,13,(7 1),(4 3),96.97,4.871900202703602,26.333333333333332,12
34,-93.247,1.294,0.513,1,0,0.202,44,0.423,False,32,101,(7 2),(2 0),94.118,4.989420295186135,28.529411764705884,12
35,-91.204,1.257,0.512,0,0,0.194,44,0.422,True,33,9,(1 0),(5 3),94.286,5.17223839521856,27.97142857142857,12
36,-90.92,1.222,0.512,0,0,0.175,44,0.424,True,34,24,(0 0),(4 6),94.444,4.924683668701703,27.86111111111111,12
37,-93.293,1.27,0.516,3,0,0.187,47,0.427,True,35,57,(3 7),(5 6),94.595,4.898256043973377,28.64864864864865,13
38,-101.112,1.263,0.521,1,0,0.191,48,0.428,True,36,72,(8 3),(0 5),94.737,4.942252664151553,29.789473684210527,13
39,-99.762,1.256,0.519,1,0,0.195,49,0.43,True,37,18,(0 7),(0 0),94.872,4.804642717450968,29.487179487179485,13
40,-98.615,1.25,0.515,1,0,0.199,50,0.431,True,38,23,(3 4),(5 3),95.0,4.888091651998358,29.325,13
41,-96.762,1.22,0.515,0,0,0.19,50,0.433,True,39,12,(4 6),(4 2),95.122,4.89683623702568,28.902439024390244,13
42,-97.304,1.19,0.522,0,0,0.162,50,0.441,True,40,45,(0 1),(0 5),95.238,4.946141305444335,29.285714285714285,13
43,-97.824,1.163,0.516,0,0,0.141,50,0.435,True,41,47,(5 2),(2 3),95.349,4.839876063357765,29.697674418604652,13
44,-97.073,1.136,0.519,0,0,0.13,50,0.438,True,42,29,(3 4),(7 5),95.455,4.924150439446426,29.681818181818183,13
45,-95.995,1.111,0.518,0,0,0.126,50,0.438,True,43,14,(6 5),(0 0),95.556,4.77561793985068,29.333333333333332,13
46,-94.425,1.087,0.52,0,0,0.122,50,0.438,True,44,11,(3 7),(7 7),95.652,5.043097078945809,28.934782608695652,13
47,-94.575,1.064,0.519,0,0,0.112,50,0.433,True,45,36,(5 3),(0 1),95.745,4.979291529339076,29.085106382978722,13
48,-93.732,1.042,0.522,0,0,0.108,50,0.433,True,46,19,(5 1),(6 8),95.833,5.026112106498757,28.875,13
49,-93.368,1.02,0.52,0,0,0.101,50,0.435,True,47,30,(5 5),(3 8),95.918,4.743417604902597,28.897959183673468,13
50,-91.975,1.0,0.519,0,0,0.099,50,0.436,True,48,12,(7 7),(4 8),96.0,4.882814086488989,28.56,13
51,-94.367,0.98,0.521,0,0,0.089,50,0.441,True,49,53,(7 2),(0 6),96.078,5.0414030214874135,29.03921568627451,13
52,-93.583,0.962,0.52,0,0,0.086,50,0.44,True,50,20,(0 5),(3 1),96.154,4.885891548352015,28.865384615384617,13
53,-92.54,0.943,0.519,0,0,0.084,50,0.44,True,51,19,(4 6),(1 1),96.226,4.949852341468368,28.67924528301887,13
54,-92.16,0.926,0.518,0,0,0.081,50,0.441,True,52,20,(0 1),(6 7),96.296,4.9335320905978,28.51851851851852,13
55,-90.605,0.909,0.52,0,0,0.08,50,0.441,True,53,5,(1 1),(3 0),96.364,4.664416522931119,28.09090909090909,13
56,-89.308,0.893,0.519,0,0,0.079,50,0.443,True,54,9,(5 6),(3 1),96.429,4.858507035957214,27.75,13
57,-88.167,0.877,0.52,0,0,0.078,50,0.445,True,55,9,(5 1),(5 6),96.491,4.837734262102163,27.42105263157895,13
58,-87.076,0.862,0.52,0,0,0.077,50,0.444,True,56,12,(1 2),(3 4),96.552,4.863011017866945,27.155172413793103,13
59,-88.478,0.847,0.522,0,0,0.071,50,0.442,True,57,47,(0 0),(8 1),96.61,4.834759141974913,27.491525423728813,13
60,-87.665,0.85,0.523,1,0,0.073,51,0.442,True,58,12,(1 7),(6 2),96.667,4.826723216417766,27.233333333333334,13
61,-88.352,0.836,0.519,0,0,0.07,51,0.442,True,59,28,(1 7),(8 0),96.721,4.771233773410591,27.24590163934426,13
62,-89.232,0.823,0.524,0,0,0.066,51,0.441,True,60,39,(2 3),(7 5),96.774,4.965036285956757,27.43548387096774,13
63,-90.253,0.81,0.522,0,0,0.063,51,0.441,True,61,40,(7 2),(1 8),96.825,4.916035135327284,27.634920634920636,13
64,-93.63,0.828,0.523,2,0,0.066,53,0.444,False,61,101,(3 8),(0 3),95.312,4.860756312266506,28.78125,13
65,-93.154,0.815,0.524,0,0,0.064,53,0.443,True,62,16,(2 7),(7 2),95.385,4.818329023904832,28.584615384615386,13
66,-92.464,0.803,0.525,0,0,0.063,53,0.445,True,63,18,(4 7),(6 3),95.455,4.650071175872295,28.424242424242426,13
67,-92.091,0.791,0.526,0,0,0.061,53,0.445,True,64,22,(7 3),(1 1),95.522,4.730426753458546,28.328358208955223,13
68,-92.101,0.779,0.523,0,0,0.059,53,0.447,True,65,33,(0 4),(8 1),95.588,4.820955761341663,28.397058823529413,13
69,-92.219,0.768,0.52,0,0,0.057,53,0.449,True,66,42,(5 7),(2 0),95.652,4.870438679618025,28.594202898550726,13
70,-91.646,0.757,0.519,0,0,0.055,53,0.45,True,67,17,(3 8),(5 3),95.714,4.89454733766886,28.428571428571427,13
71,-90.423,0.746,0.52,0,0,0.055,53,0.451,True,68,5,(4 6),(3 8),95.775,5.590266149089819,28.098591549295776,13
72,-93.416,0.736,0.546,0,0,0.051,53,0.448,True,69,85,(8 0),(8 5),95.833,4.932279376523347,28.88888888888889,13
73,-95.348,0.726,0.547,0,0,0.048,53,0.449,True,70,64,(4 2),(0 7),95.89,4.836892667777457,29.36986301369863,13
74,-94.569,0.716,0.547,0,0,0.047,53,0.45,True,71,17,(4 5),(8 3),95.946,5.093700839566431,29.2027027027027,13
75,-94.295,0.707,0.548,0,0,0.046,53,0.45,True,72,28,(6 8),(8 5),96.0,4.78192320484133,29.186666666666667,13
76,-93.734,0.697,0.547,0,0,0.045,53,0.452,True,73,18,(6 2),(2 0),96.053,4.62596706814744,29.039473684210527,13
77,-93.033,0.688,0.549,0,0,0.045,53,0.452,True,74,19,(7 4),(7 8),96.104,4.998919880288604,28.90909090909091,13
78,-91.946,0.679,0.549,0,0,0.044,53,0.452,True,75,8,(4 3),(5 4),96.154,4.457577576094627,28.641025641025642,13
79,-91.032,0.671,0.55,0,0,0.044,53,0.45,True,76,8,(2 2),(7 1),96.203,4.810996626651431,28.379746835443036,13
80,-90.049,0.662,0.551,0,0,0.044,53,0.45,True,77,7,(2 7),(2 2),96.25,5.062677892817746,28.1125,13
81,-88.994,0.654,0.552,0,0,0.044,53,0.451,True,78,4,(4 3),(2 5),96.296,5.065346942423293,27.814814814814813,13
82,-89.347,0.646,0.555,0,0,0.043,53,0.452,True,79,28,(2 0),(7 8),96.341,4.774472120971413,27.817073170731707,13
83,-88.283,0.639,0.555,0,0,0.042,53,0.452,True,80,2,(3 2),(3 0),96.386,4.964418171022901,27.50602409638554,13
84,-88.771,0.631,0.55,0,0,0.04,53,0.454,True,81,67,(8 8),(2 6),96.429,4.934008073201199,27.976190476190474,13
85,-88.343,0.624,0.55,0,0,0.04,53,0.454,True,82,16,(6 8),(7 1),96.471,4.7110021042723105,27.83529411764706,13
86,-87.916,0.616,0.548,0,0,0.039,53,0.454,True,83,22,(5 8),(2 5),96.512,4.851395194566381,27.767441860465116,13
87,-87.219,0.609,0.549,0,0,0.039,53,0.455,True,84,12,(4 0),(6 2),96.552,4.812540882163175,27.586206896551722,13
88,-90.366,0.602,0.533,0,0,0.039,53,0.46,False,84,101,(6 0),(8 3),95.455,4.94642719331192,28.420454545454547,13
89,-89.351,0.596,0.534,0,0,0.039,53,0.46,True,85,1,(2 7),(2 6),95.506,4.729352867857433,28.1123595505618,13
90,-90.703,0.589,0.537,0,0,0.037,53,0.463,True,86,49,(2 5),(0 6),95.556,4.896413724260723,28.344444444444445,13
91,-90.497,0.582,0.539,0,0,0.037,53,0.462,True,87,33,(7 3),(7 8),95.604,4.793383395699065,28.395604395604394,13
92,-89.975,0.576,0.539,0,0,0.036,53,0.463,True,88,17,(1 2),(7 1),95.652,4.782657902546035,28.27173913043478,13
93,-89.379,0.581,0.536,1,0,0.037,54,0.462,True,89,22,(8 5),(8 7),95.699,4.6803377001358335,28.204301075268816,13
94,-88.439,0.574,0.535,0,0,0.037,54,0.462,True,90,2,(8 7),(7 8),95.745,3.9845983353765444,27.925531914893618,13
95,-87.81,0.568,0.535,0,0,0.036,54,0.464,True,91,15,(3 4),(3 7),95.789,4.919578451746073,27.789473684210527,13
96,-87.105,0.562,0.534,0,0,0.036,54,0.464,True,92,11,(5 4),(3 5),95.833,4.590637995626365,27.614583333333332,13
97,-86.218,0.557,0.535,0,0,0.036,54,0.464,True,93,2,(0 3),(0 5),95.876,5.333822363203009,27.350515463917525,13
98,-86.344,0.551,0.535,0,0,0.035,54,0.464,True,94,45,(2 1),(2 6),95.918,4.892564776188735,27.53061224489796,13
99,-85.708,0.545,0.536,0,0,0.035,54,0.464,True,95,10,(2 2),(7 5),95.96,4.839970688013295,27.353535353535353,13
100,-84.95,0.54,0.536,0,0,0.035,54,0.464,True,96,5,(0 6),(4 7),96.0,5.159470358597382,27.13,13
101,-84.401,0.535,0.536,0,0,0.034,54,0.463,True,97,12,(7 3),(4 6),96.04,5.039962821980821,26.980198019801982,13
102,-84.422,0.529,0.536,0,0,0.034,54,0.464,True,98,31,(1 7),(7 2),96.078,4.631660910779918,27.019607843137255,13
103,-83.965,0.524,0.536,0,0,0.033,54,0.464,True,99,20,(1 7),(4 6),96.117,4.719120714948538,26.95145631067961,13
104,-83.312,0.519,0.536,0,0,0.033,54,0.465,True,100,9,(1 7),(6 7),96.154,4.755225805417484,26.778846153846153,13
105,-84.89,0.514,0.531,0,0,0.033,54,0.465,False,100,101,(6 6),(6 0),95.238,4.875585997164737,27.485714285714284,13
106,-84.941,0.528,0.532,2,0,0.034,56,0.464,True,101,23,(8 0),(3 2),95.283,4.861157033775178,27.443396226415093,13
107,-84.733,0.523,0.54,0,0,0.034,56,0.467,True,102,26,(3 7),(8 8),95.327,4.962175995531146,27.429906542056074,13
108,-84.422,0.519,0.54,0,0,0.033,56,0.466,True,103,22,(8 1),(5 4),95.37,4.999730056853297,27.37962962962963,13
109,-84.461,0.514,0.541,0,0,0.033,56,0.466,True,104,26,(6 6),(0 7),95.413,4.886178089736093,27.36697247706422,13
110,-83.996,0.509,0.541,0,0,0.033,56,0.467,True,105,13,(0 6),(4 2),95.455,4.857633876351702,27.236363636363638,13
111,-83.542,0.505,0.54,0,0,0.032,56,0.467,True,106,19,(5 2),(8 5),95.495,4.91859663995644,27.16216216216216,13
112,-83.533,0.5,0.537,0,0,0.032,56,0.468,True,107,39,(6 3),(5 5),95.536,4.770259923749634,27.267857142857142,13
113,-83.352,0.496,0.537,0,0,0.031,56,0.468,True,108,22,(1 2),(0 5),95.575,4.96910713883345,27.221238938053098,13
114,-83.273,0.491,0.537,0,0,0.031,56,0.469,True,109,24,(8 8),(4 0),95.614,4.733511901314949,27.19298245614035,13
115,-82.768,0.487,0.537,0,0,0.031,56,0.471,True,110,12,(2 4),(5 7),95.652,4.8173227092582165,27.06086956521739,13
116,-82.345,0.483,0.538,0,0,0.03,56,0.47,True,111,15,(4 6),(7 4),95.69,4.853659982430433,26.95689655172414,13
117,-82.016,0.479,0.538,0,0,0.03,56,0.471,True,112,17,(6 3),(3 5),95.726,4.902330818850669,26.871794871794872,13
118,-81.471,0.475,0.538,0,0,0.03,56,0.47,True,113,10,(3 0),(3 4),95.763,4.9926915720376615,26.728813559322035,13
119,-81.555,0.471,0.538,0,0,0.03,56,0.47,True,114,25,(2 0),(0 7),95.798,4.779264978787333,26.714285714285715,13
120,-80.977,0.467,0.539,0,0,0.029,56,0.47,True,115,7,(3 3),(6 3),95.833,4.984635827789186,26.55,13
121,-80.759,0.479,0.541,2,0,0.03,58,0.47,True,116,15,(1 8),(6 7),95.868,4.901816405322629,26.454545454545453,14
122,-80.368,0.475,0.541,0,0,0.03,58,0.471,True,117,17,(5 6),(6 2),95.902,5.044950191486044,26.37704918032787,14
123,-80.382,0.472,0.541,0,0,0.03,58,0.471,True,118,24,(8 5),(2 5),95.935,4.822832105666323,26.357723577235774,14
124,-81.262,0.468,0.538,0,0,0.029,58,0.471,True,119,61,(0 1),(6 5),95.968,4.9054910896860555,26.637096774193548,14
125,-80.791,0.464,0.538,0,0,0.029,58,0.472,True,120,12,(7 5),(4 6),96.0,4.901289179547058,26.52,14
